first_name_clean,gender,count
liara,2,1
lias,1,1
liat,2,1
liazid,1,7
liba,2,2
liban,1,1
libasse,1,1
libby,2,2
libera,2,2
liberata,2,1
liberato,1,1
libero,1,4
libert,1,3
liberta,2,1
libertad,2,1
liberte,2,3
liberto,1,4
liberty,2,1
liberté,2,1
libi,2,2
liborio,1,2
libre,2,3
licia,2,12
licinia,2,1
licinio,1,1
licio,1,1
lida,2,2
lidia,2,126
lidiana,2,1
lidiane,2,1
lidie,2,2
lidija,2,5
lidio,1,1
lidivine,2,1
lidiya,2,1
lido,1,1
lidvine,2,1
lidwina,2,1
lidwine,2,67
lidy,2,2
lidya,2,3
lidye,2,1
lidzy,2,1
lie,1,28
lie,2,6
liebert,1,1
liece,1,1
liedson,1,1
liee,2,3
liel,1,1
liel,2,16
liela,2,1
lielle,2,1
liem,1,1
lien,2,1
liena,2,1
lienzo,1,1
lies,1,6
liese,2,4
liesel,2,1
lieselotte,2,16
liess,1,1
liesse,1,1
liette,2,1
lieve,2,1
lieven,1,1
lievin,1,13
lievine,2,1
ligia,2,1
liha,2,1
liham,1,167
lihana,2,1
lihanna,2,1
lihem,1,1
lihya,2,1
lihyam,1,1
liiam,1,1
liina,2,1
lijana,2,1
lika,2,2
lil,2,1
lila,2,1821
lila-marie,2,1
lila-may,2,1
lila-rose,2,7
lilah,2,17
lilan,1,1
lilana,2,1
lilandra,2,1
lilarose,2,1
lilas,2,582
lilas-rose,2,3
lile,2,1
lilea,2,1
lilette,2,8
lili,2,915
lili-anne,2,1
lili-fleur,2,1
lili-jade,2,1
lili-jeanne,2,2
lili-marie,2,2
lili-may,2,1
lili-rose,2,197
lilia,2,1195
liliah,2,1
liliam,1,1
lilian,1,2812
lilian,2,5
liliana,2,113
liliane,2,4205
lilianna,2,1
lilianne,2,185
liliano,1,1
lilias,2,1
lilie,2,280
lilie-rose,2,3
lilien,1,1
lilienne,2,1
liliette,2,1
lilio,1,150
lilirose,2,3
lilit,2,1
lilith,2,5
liliya,2,1
lilja,2,1
lilla,2,4
lillah,2,1
lilli,2,16
lillia,2,4
lillian,1,2
lillian,2,2
lilliana,2,1
lilliane,2,5
lillie,2,3
lilline,2,11
lillo,1,1
lillou,2,3
lilly,2,668
lilly-marie,2,1
lilly-may,2,1
lilly-rose,2,54
lillya,2,1
lillyrose,2,1
lilo,1,5
lilo,2,12
liloa,2,1
liloe,2,1
liloo,2,76
lilou,1,1
lilou,2,2062
lilou-ann,2,1
lilou-anne,2,1
lilou-rose,2,1
lilouan,1,4
lilouane,2,1
lilouann,2,2
liloue,2,2
lilouenn,2,1
lilouna,2,1
liloye,2,2
liloé,2,1
lilween,2,1
lilwen,2,22
lilwenn,2,224
lily,2,1750
lily-ambre,2,1
lily-ann,2,1
lily-anna,2,1
lily-anne,2,1
lily-fleur,2,1
lily-jade,2,1
lily-jane,2,1
lily-jeanne,2,1
lily-lou,2,1
lily-marie,2,2
lily-may,2,1
lily-rose,2,916
lilya,2,619
lilyah,2,4
lilyan,1,7
lilyana,2,10
lilyane,2,5
lilyanna,2,1
lilye,2,1
lilyo,1,10
lilyrose,2,5
lilé,2,1
liléa,2,1
lima,2,1
limar,2,1
liméo,1,1
lin,1,62
lin,2,11
lina,1,1
lina,2,3062
lina-maria,2,2
lina-marie,2,1
lina-rose,2,1
linaelle,2,1
linah,2,2
linaly,2,1
linaya,2,32
linayah,2,4
linaé,2,1
linaë,2,1
linaëlle,2,5
linaïs,2,1
lincey,2,1
lincia,2,1
lincoln,1,2
lincy,2,1
linda,2,2661
lindia,2,1
lindo,1,1
lindsay,1,1
lindsay,2,1138
lindsey,1,1
lindsey,2,133
lindsy,2,1
lindy,2,8
line,2,1726
line-marie,2,1
line-rose,2,16
linea,2,1
lineda,2,3
lines,2,1
linette,2,63
ling,2,1
linh,1,1
linh,2,6
link,1,1
linka,2,1
linley,1,1
linley,2,1
linn,2,1
linna,2,1
linnea,2,1
linnéa,2,1
lino,1,869
linoa,2,61
linoi,2,11
linon,2,4
linor,2,1
linoy,2,17
linoï,2,6
linsay,2,38
linsey,2,19
linsy,2,1
linus,1,1
linzo,1,1
linzy,2,1
linès,2,1
linéa,2,2
lio,1,1
lio,2,4
lioba,2,1
lion,1,2
liona,2,3
lionel,1,4579
lionele,2,1
lionella,2,1
lionelle,2,6
lionnel,1,226
liony,1,1
lior,1,82
lior,2,8
liora,2,80
liorah,2,1
liore,2,1
lioris,1,1
liorys,1,1
liou,2,1
liouba,2,1
liova,1,1
lira,2,1
lirane,2,2
liria,2,1
lirian,1,1
lirio,1,1
liron,1,8
lirone,1,23
lirone,2,1
liroy,1,6
liroye,1,1
lis,2,1
lisa,2,3578
lisa-lou,2,1
lisa-maria,2,16
lisa-marie,2,73
lisa-mary,2,1
lisa-may,2,1
lisa-rose,2,1
lisabete,2,1
lisabeth,2,1
lisaline,2,1
lisalou,2,1
lisana,2,1
lisandra,2,27
lisandre,1,14
lisandre,2,2
lisandrina,2,14
lisandro,1,391
lisandru,1,55
lisandrù,1,1
lisane,2,1
lisanna,2,1
lisanne,2,1
lisbeth,2,8
lise,2,4097
lise-ange,2,1
lise-anne,2,1
lise-berthe,2,4
lise-hélène,2,1
lise-laure,2,1
lise-marie,2,12
lise-may,2,16
lise-rose,2,2
lisea,2,58
liseberthe,2,4
lisebeth,2,1
liseline,2,1
liselle,2,1
liselotte,2,49
lisemay,2,3
lisenn,2,2
lisete,2,1
lisette,2,445
lisia,2,3
lisian,1,1
lisiana,2,1
lisiane,2,248
lisianne,2,1
lisie,2,5
lisio,1,2
lison,2,1424
lissa,2,2
lissana,2,3
lissandra,2,1
lissandre,1,12
lissandre,2,1
lissandro,1,167
lissia,2,1
lisy,2,26
lisya,2,1
lisyane,2,1
liséa,2,38
lita,2,3
lital,2,20
liticia,2,1
litzy,2,1
liu,2,1
liv,2,275
liva,1,1
liva,2,3
livai,1,1
livan,1,1
livana,2,2
livane,2,1
livann,1,1
livay,1,1
livaï,1,11
lively,2,2
liven,1,1
livia,2,997
livia-maria,2,2
livian,1,1
liviana,2,1
liviane,2,1
livie,2,11
livier,1,1
livina,2,1
livio,1,709
liviu,1,3
livna,2,3
livy,2,3
livya,2,1
livyo,1,1
liwan,1,1
liwane,1,1
liwane,2,1
liwann,1,1
liway,2,1
liwaï,2,1
liwen,1,2
liwen,2,1
liwenn,2,3
liwia,2,1
liya,2,457
liyah,2,186
liyam,1,61
liyan,1,2
liyana,2,75
liyanah,2,3
liyane,2,1
liyann,1,1
liyanna,2,1
liyannah,2,1
liyes,1,1
liz,2,112
liza,2,359
lizabete,2,1
lizaig,2,1
lizandra,2,1
lizandro,1,2
lizaïg,2,1
lizbeth,2,1
lize,2,4
lizea,2,101
lizenn,2,4
lizete,2,2
lizette,2,1
lizi,2,1
lizia,2,3
liziane,2,1
liziano,1,1
lizie,2,15
lizig,2,2
lizio,1,43
lizon,2,8
lizy,2,10
lizya,2,1
lizzie,2,84
lizzio,1,1
lizzy,2,15
lizéa,2,98
liâm,1,2
liès,1,1
liêm,1,1
ljiljana,2,7
ljubica,2,2
ljubisa,1,1
llana,2,1
lleyton,1,1
lliam,1,1
llivia,2,1
llona,2,1
lloris,1,6
llorys,1,1
lloyd,1,20
lluis,1,3
lluna,2,1
llyam,1,1
llyana,2,1
loa,2,1
loai,1,1
loam,1,4
loan,1,1524
loan,2,255
loana,2,77
loane,1,1
loane,2,1107
loanie,2,1
loann,1,363
loann,2,83
loanna,2,14
loanne,2,277
loany,2,1
loaven,2,1
loay,1,10
loaye,1,1
loaï,1,1
lobna,2,31
lochlan,1,1
lochlann,1,1
lockman,1,1
lodois,1,1
lodoiska,2,1
loe,1,1
loe,2,1
loeiz,1,22
loeiza,2,57
loelia,2,25
loelie,2,2
loeline,2,1
loely,2,1
loelya,2,1
loen,1,14
loena,2,1
loenan,1,1
loenie,2,1
loenn,1,2
loenzo,1,1
loetare,1,13
loetare,2,12
loeticia,2,2
loetitia,2,384
loetizia,2,3
loeva,2,24
loevan,1,98
loevane,2,1
loevann,1,1
loeve,2,1
loeza,2,1
loeïza,2,2
lofti,1,1
logan,1,1865
logan,2,1
logane,1,1
logane,2,21
logann,1,26
loganne,2,1
loggan,1,1
loghan,1,19
loghann,1,1
loham,1,2
lohan,1,830
lohan,2,1
lohana,2,1
lohane,1,1
lohane,2,11
lohann,1,118
lohann,2,2
lohanna,2,1
lohanne,2,2
lohen,1,3
lohengrin,1,1
lohic,1,1
lohé,1,1
loic,1,84
loica,2,1
loice,2,1
loicia,2,13
loick,1,310
loicka,2,1
loid,1,1
loig,1,9
loik,1,25
loika,2,1
loina,2,1
loine,2,1
lois,1,53
lois,2,16
loisa,2,3
loise,2,109
loisse,2,1
loiz,1,1
loiza,2,2
lojain,2,3
lojaine,2,1
lojayne,2,1
loki,1,1
lokman,1,16
lokmane,1,1
lokmen,1,1
lola,1,1
lola,2,2903
lola-marie,2,1
lola-rose,2,1
lolan,1,1
lolane,2,2
lole,2,1
loli,2,10
lolia,2,1
lolie,2,9
lolina,2,1
loline,2,1
lolita,2,847
lolla,2,1
lolly,2,2
loly,2,4
lolyta,2,1
loma,2,1
loman,1,2
lomane,2,2
lomee,2,1
lomig,1,15
lona,2,15
lonan,1,1
london,1,1
long,1,3
longin,1,1
loni,1,16
loni,2,1
lonie,2,1
lonis,1,1
lonna,2,1
lonni,1,5
lonnie,1,1
lonnie,2,1
lonny,1,11
lony,1,88
lony,2,1
lonys,1,1
lonzo,1,1
loo,2,1
looane,2,1
looka,1,3
lookas,1,1
loola,2,1
loona,2,165
loqman,1,53
loqmane,1,1
loqmen,1,1
loqmân,1,1
lor,2,1
lora,2,48
lorada,2,1
loraine,2,16
loralie,2,2
loraline,2,2
loraly,2,1
loralyne,2,1
loran,1,1
lorana,2,2
lorane,2,5
lorann,1,1
lorann,2,1
loranne,2,1
lorca,1,1
lorcan,1,1
lord,1,1
lore,2,11
lorea,2,35
loreana,2,1
loreane,2,1
loredana,2,27
loredane,2,1
loreen,2,7
loreena,2,6
loreine,2,1
lorela,2,1
lorelai,2,1
lorelay,2,1
lorelaï,2,1
lorelei,2,125
lorelene,2,1
loreley,2,1
loreleï,2,12
lorelia,2,1
lorelie,2,1
loreline,2,4
lorella,2,5
lorely,2,1
lorelyne,2,1
loren,1,2
loren,2,23
lorena,2,436
lorence,2,1
lorencia,2,1
lorencio,1,1
lorenco,1,1
lorenda,2,1
lorene,2,327
lorenn,2,1
lorenna,2,1
lorenne,2,1
lorens,1,2
lorenso,1,1
lorent,1,2
lorentin,1,1
lorentz,1,1
lorenz,1,5
lorenza,2,79
lorenzia,2,1
lorenzo,1,2204
lorenzzo,1,1
lorenço,1,1
loresa,2,1
loreta,2,1
loreto,1,1
loretta,2,5
lorette,2,125
loreva,2,1
loreyna,2,1
lori,1,1
lori,2,6
loria,2,1
lorian,1,5
loriana,2,25
loriane,2,329
lorianna,2,1
lorianne,2,7
loriano,1,1
loric,1,56
lorick,1,26
lorie,2,251
lorien,1,1
lorien,2,1
lorik,1,93
lorin,1,1
lorin,2,6
lorina,2,15
lorinda,2,1
lorine,2,443
lorinne,2,1
loris,1,1718
loris,2,1
loriss,1,1
lorita,2,1
lorline,2,1
lorlyne,2,1
lorna,2,85
lorrain,1,1
lorraine,2,417
lorrene,2,1
lorrenzo,1,1
lorriane,2,1
lorrie,2,3
lorrine,2,1
lorris,1,22
lorry,1,5
lorry,2,1
lorrys,1,1
lory,1,13
lory,2,57
lory-anne,2,1
lorya,2,1
loryana,2,1
loryane,2,2
loryanna,2,1
loryanne,2,1
loryc,1,1
loryck,1,2
lorye,2,1
loryk,1,1
loryn,2,1
loryna,2,1
loryne,2,15
lorys,1,161
lorèna,2,1
lorène,2,33
loréa,2,1
lorédana,2,3
lorélia,2,1
lorélie,2,1
loréline,2,1
lorélyne,2,1
loréna,2,29
lorïs,1,1
losseni,1,5
losseny,1,2
lotfi,1,146
lotfy,1,1
lothaire,1,22
lothar,1,6
lotta,2,1
lotte,2,4
lottie,2,1
lou,1,435
lou,2,2578
lou'ann,2,1
lou-ambre,2,1
lou-an,2,1
lou-ana,2,1
lou-anaïs,2,1
lou-andréa,2,4
lou-ange,2,1
lou-anh,2,1
lou-ann,2,789
lou-anna,2,8
lou-anne,2,942
lou-elise,2,1
lou-eva,2,1
lou-evan,1,1
lou-eve,2,1
lou-gabriel,1,1
lou-gabrielle,2,1
lou-han,2,1
lou-hann,2,1
lou-jade,2,1
lou-jeanne,2,1
lou-marie,2,1
lou-marine,2,1
lou-may,2,1
lou-rose,2,2
lou-salomé,2,2
loua,2,1
louai,1,4
louam,1,1
louan,1,116
louan,2,5
louana,2,119
louane,1,1
louane,2,1746
louange,2,1
louann,1,7
louann,2,373
louanna,2,4
louanne,2,704
louardi,1,1
louarn,1,1
louay,1,136
louaye,1,2
louaï,1,4
louba,2,1
loubena,2,1
loubna,2,535
louca,1,432
louca,2,1
loucas,1,351
loucca,1,1
loucenzo,1,2
loucia,2,50
loucian,1,3
louciana,2,4
louciane,1,1
louciane,2,1
louciann,1,1
louciano,1,2
loucif,1,2
loucine,2,1
loucio,1,1
loucka,1,9
louckas,1,2
loucya,2,1
loucyan,1,1
loucyana,2,1
loudia,2,1
loudji,1,1
loudmila,2,1
loudwig,1,1
loue,2,1
louei,1,1
louella,2,1
louen,1,71
louen,2,1
louena,2,2
louenn,1,45
louenn,2,3
loueva,2,2
louey,1,6
loueye,1,1
loueï,1,2
louhan,1,1
louhan,2,1
louhana,2,1
louhane,2,2
louhann,1,1
louhann,2,1
louhanne,2,1
louhna,2,2
loui,1,1
louidji,1,1
louidjy,1,1
louie,1,2
louie,2,1
louines,1,1
louis,1,10313
louis,2,6
louis-adrien,1,2
louis-albert,1,1
louis-alexandre,1,5
louis-alexis,1,1
louis-amaury,1,1
louis-andré,1,1
louis-ange,1,1
louis-antoine,1,2
louis-armand,1,1
louis-arnaud,1,1
louis-arthur,1,1
louis-auguste,1,1
louis-augustin,1,1
louis-axel,1,1
louis-baptiste,1,2
louis-benoît,1,1
louis-bernard,1,1
louis-camille,1,1
louis-charles,1,1
louis-claude,1,1
louis-clément,1,1
louis-daniel,1,1
louis-david,1,1
louis-dominique,1,1
louis-edouard,1,1
louis-emile,1,1
louis-emmanuel,1,2
louis-etienne,1,1
louis-ferdinand,1,1
louis-françois,1,2
louis-frédéric,1,1
louis-félix,1,10
louis-gabriel,1,9
louis-georges,1,10
louis-gonzague,1,1
louis-guillaume,1,1
louis-guy,1,5
louis-henri,1,2
louis-henry,1,1
louis-jacques,1,1
louis-jean,1,1
louis-joseph,1,2
louis-josé,1,1
louis-jules,1,1
louis-julien,1,1
louis-laurent,1,1
louis-mael,1,1
louis-malo,1,1
louis-manuel,1,1
louis-marc,1,1
louis-marie,1,159
louis-marin,1,1
louis-martin,1,1
louis-mathieu,1,1
louis-mathis,1,1
louis-maxence,1,1
louis-maxime,1,1
louis-maël,1,1
louis-michel,1,2
louis-nicolas,1,3
louis-noël,1,1
louis-olivier,1,1
louis-pascal,1,1
louis-paul,1,1
louis-philippe,1,10
louis-pierre,1,2
louis-raphaël,1,1
louis-rené,1,1
louis-simon,1,1
louis-thomas,1,1
louis-valentin,1,1
louis-vianney,1,1
louis-victor,1,1
louis-vincent,1,1
louis-xavier,1,2
louisa,2,2134
louisa-marie,2,1
louisa-rose,2,1
louisana,2,1
louisane,2,5
louisanne,2,8
louise,1,1
louise,2,8169
louise-amélie,2,1
louise-anna,2,1
louise-anne,2,2
louise-marie,2,12
louisette,2,1952
louisia,2,14
louisiana,2,1
louisiane,2,69
louisianne,2,3
louisie,2,1
louison,1,646
louison,2,806
louissa,2,1
louisy,2,6
louiza,2,59
louize,2,3
louizon,2,1
loujain,2,3
loujaine,2,9
loujayn,2,5
loujayna,2,1
loujayne,2,20
loujaïn,2,1
loujaïne,2,3
loujeyn,2,1
loujeyne,2,1
louka,1,1386
louka,2,2
loukas,1,263
loukass,1,1
loukia,2,1
loukian,1,2
loukiana,2,1
loukina,2,1
loukman,1,4
loukmane,1,8
loula,2,11
loulia,2,1
louliana,2,1
loulou,2,1
louloua,2,1
loulwa,2,1
loulya,2,1
louma,2,1
loumea,2,1
loumen,2,1
loumeo,1,1
loumi,2,1
loumia,2,1
loumna,2,1
loumy,2,1
loumène,2,1
louméa,2,1
louméo,1,10
louna,2,2070
louna-rose,2,1
lounah,2,2
lounas,1,1
lounaya,2,1
loundja,2,1
loune,2,1
lounea,2,1
lounes,1,139
lounes,2,1
louness,1,2
louness,2,2
lounha,2,1
lounia,2,1
lounis,1,144
louniss,1,1
lounja,2,1
lounna,2,11
louny,1,1
lounys,1,2
lounès,1,32
lounéa,2,1
lounés,1,1
loup,1,262
loup,2,1
louqman,1,9
louqmane,1,1
lourde,2,2
lourdes,2,24
lourenco,1,1
lourenço,1,9
louri,1,1
loury,1,1
loussia,2,1
loussine,2,1
loutfi,1,6
louve,2,35
louvia,2,1
louwan,1,1
louwane,2,1
louwen,1,1
louwenn,2,2
louy,1,2
louyana,2,1
louys,1,1
louysa,2,1
louyse,2,2
louéna,2,1
louéva,2,1
louën,1,1
louïs,1,1
louïsa,2,1
louïse,2,1
lova,1,1
lova,2,1
lovaina,2,4
lovan,1,1
lovana,2,1
lovann,1,1
lovaïna,2,2
love,1,1
love,2,3
lovelie,2,1
lovely,2,43
lovena,2,1
lovens,1,1
lovensky,1,2
lovia,2,1
lovina,2,1
lovis,1,1
lowan,1,19
lowann,1,1
lowel,1,1
lowell,1,1
lowen,1,96
lowenn,1,4
lowens,1,1
lowik,1,1
loya,2,1
loyan,1,1
loyann,1,1
loyc,1,1
loyce,1,1
loyce,2,1
loyd,1,2
loyola,2,2
loys,1,1
loys,2,1
loyse,2,1
loän,1,1
loé,1,2
loé,2,2
loélia,2,13
loélie,2,4
loéline,2,10
loély,2,1
loélya,2,1
loélyne,2,1
loéna,2,1
loénie,2,1
loétitia,2,2
loéva,2,10
loévan,1,46
loévann,1,2
loëlia,2,3
loëlie,2,1
loëline,2,1
loëly,2,1
loëlya,2,3
loëlyne,2,2
loën,1,21
loëna,2,1
loënn,1,2
loëtitia,2,1
loëva,2,1
loëvan,1,33
loëvann,1,3
loëza,2,2
loëzia,2,1
loïc,1,4821
loïca,2,1
loïce,2,1
loïcia,2,3
loïck,1,13
loïcya,2,1
loïg,1,1
loïk,1,1
loïna,2,1
loïs,1,1073
loïs,2,429
loïsa,2,1
loïse,2,61
loïsse,2,1
loïza,2,6
loÿs,1,1
lu,1,1
lu,2,1
lu'ay,1,1
lu-ann,2,1
lua,2,4
luaine,2,1
luan,1,40
luan,2,3
luana,2,247
luane,2,13
luann,1,1
luann,2,2
luanna,2,1
luanne,2,3
luay,1,1
luba,2,1
lubert,1,1
lubin,1,537
lubna,2,1
luc,1,5138
luc,2,10
luc-alexandre,1,1
luc-andré,1,1
luc-antoine,1,1
luc-emmanuel,1,1
luc-henri,1,1
luc-marie,1,2
luc-michel,1,1
luc-olivier,1,1
luca,1,1563
luca,2,1
lucas,1,3665
lucas,2,4
lucay,1,58
lucaz,1,1
lucca,1,47
luccas,1,1
luccia,2,4
lucciana,2,3
lucciano,1,3
luccio,1,1
luce,1,47
luce,2,838
luce-marie,2,1
lucelia,2,1
lucene,2,2
lucenzo,1,51
lucet,1,32
lucette,2,4086
luchenzo,1,1
lucho,1,1
luci,2,1
lucia,2,1028
lucia-maria,2,1
lucian,1,50
luciana,2,123
luciane,2,21
luciann,1,1
lucianna,2,3
lucianne,2,5
lucianno,1,1
luciano,1,283
lucide,1,2
lucie,1,7
lucie,2,8857
lucie-anne,2,1
lucie-lou,2,1
lucie-marie,2,1
lucie-rose,2,1
lucien,1,7583
lucien,2,6
luciene,2,1
lucienne,2,5271
lucienzo,1,1
lucil,2,1
lucila,2,1
lucile,1,4
lucile,2,3906
lucilia,2,6
lucilien,1,1
lucilla,2,1
lucille,2,1188
lucillia,2,1
lucina,2,4
lucinda,2,68
lucine,2,40
lucio,1,28
lucius,1,2
lucjan,1,1
luck,1,2
lucka,1,6
luckas,1,5
lucke,1,1
lucky,1,3
lucman,1,1
luco,1,26
lucrece,1,3
lucrece,2,46
lucrecia,2,1
lucretia,2,1
lucrezia,2,2
lucrèce,2,2
lucy,2,1179
lucy-lou,2,1
lucya,2,1
lucyan,1,1
lucyana,2,1
lucye,2,1
lucyl,2,1
lucyle,2,2
lucylle,2,1
lucynda,2,1
ludan,1,2
luderce,1,4
luderic,1,3
luderick,1,1
ludger,1,20
ludgi,1,4
ludgy,1,6
ludiana,2,1
ludie,2,1
ludine,2,2
ludivina,2,1
ludivine,2,3004
ludivyne,2,1
ludiwine,2,5
ludji,1,1
ludjy,1,4
ludmila,2,61
ludmilia,2,1
ludmilla,2,91
ludmillia,2,1
ludmina,2,7
ludmyla,2,1
ludmylla,2,1
ludo,1,7
ludovic,1,4385
ludovic,2,10
ludovica,2,2
ludovick,1,5
ludovico,1,1
ludovie,2,1
ludovik,1,2
ludovina,2,1
ludovine,2,1
ludovique,2,3
ludowic,1,1
ludric,1,2
ludrick,1,12
ludvic,1,2
ludvick,1,2
ludvig,1,1
ludvik,1,1
ludvina,2,4
ludvine,2,1
ludwick,1,3
ludwig,1,335
ludwik,1,1
ludwika,2,1
ludwin,1,1
ludwina,2,1
ludwine,2,2
ludwing,1,1
ludy,2,1
ludyvine,2,2
luella,2,1
luena,2,2
lug,1,1
lugan,1,1
lugdivine,2,19
lughan,1,1
luguy,1,3
luhan,1,1
luidgi,1,49
luidgy,1,24
luidji,1,27
luidjy,1,20
luiggi,1,2
luiggy,1,1
luigi,1,444
luigia,2,3
luigina,2,5
luigino,1,4
luigui,1,1
luiguy,1,5
luigy,1,1
luiji,1,1
luis,1,1123
luis-filipe,1,1
luis-manuel,1,1
luis-miguel,1,1
luis-philippe,1,1
luisa,2,155
luisa-maria,2,1
luise,2,1
luisella,2,1
luiz,1,6
luiza,2,13
lujain,2,1
luk,1,1
luka,1,1302
luka,2,1
lukas,1,1162
lukasz,1,2
lukaz,1,1
luke,1,147
luken,1,19
lukenzo,1,1
lukian,1,1
lukman,1,1
lula,2,3
lulia,2,1
lulla,2,1
lullaby,2,1
lulu,1,1
luma,2,16
lumen,2,1
lumi,2,1
lumina,2,1
luna,2,1958
luna-maria,2,1
luna-marie,2,1
luna-rose,2,1
lunah,2,1
lunaya,2,2
lune,2,13
lunis,1,1
lunise,2,3
lunna,2,2
luo,1,1
lupin,1,1
lupita,2,1
lupo,1,1
luqman,1,62
luqmane,1,1
luqmân,1,1
lurdes,2,4
lusia,2,1
lussy,2,1
lutece,2,2
lutecia,2,1
lutetia,2,1
lutfi,1,1
lutfiye,2,1
luther,1,2
lutricia,2,2
lutxi,2,2
lutxo,1,5
lutèce,2,3
luu,2,1
luuk,1,1
luuna,2,1
luvio,1,3
luxi,2,4
luyana,2,1
luyanna,2,2
luys,1,1
luz,2,32
luzia,2,1
luïs,1,2
lwiz,2,1
lwiza,2,1
ly,1,2
ly,2,5
ly-ann,2,3
ly-anna,2,1
ly-anne,2,1
ly-lan,2,1
ly-lou,2,1
lya,2,1207
lya-rose,2,1
lyaa,2,1
lyaam,1,1
lyad,1,9
lyah,2,243
lyahna,2,1
lyam,1,1088
lyam,2,1
lyame,1,1
lyame,2,1
lyamin,1,1
lyamine,1,2
lyamm,1,1
lyamna,2,1
lyan,1,2
lyan,2,1
lyana,2,863
lyanah,2,12
lyandro,1,1
lyane,2,2
lyann,1,2
lyann,2,1
lyanna,2,307
lyannah,2,7
lyanne,2,2
lyano,1,10
lyara,2,2
lyas,1,1
lyazid,1,5
lycia,2,58
lyda,2,3
lyderic,1,21
lyderick,1,1
lydia,2,3296
lydian,1,1
lydiana,2,1
lydiane,2,10
lydianne,2,1
lydie,1,16
lydie,2,5696
lydie-anne,2,1
lydwine,2,1
lydéric,1,1
lyece,1,1
lyed,1,1
lyel,2,3
lyelle,2,1
lyem,1,1
lyena,2,1
lyenzo,1,1
lyes,1,278
lyess,1,3
lyesse,1,1
lygie,2,1
lyha,2,8
lyham,1,126
lyhan,1,2
lyhana,2,22
lyhann,1,1
lyhanna,2,4
lyhem,1,1
lyhia,2,1
lyhna,2,1
lyia,2,1
lyiam,1,1
lyla,2,303
lyla-rose,2,2
lylah,2,8
lylana,2,1
lylas,2,3
lyli,2,1
lyli-rose,2,1
lylia,2,436
lyliah,2,1
lylian,1,153
lylian,2,1
lyliana,2,6
lyliane,2,251
lylianna,2,1
lylianne,2,1
lylie,2,17
lylie-rose,2,2
lylio,1,55
lylla,2,1
lyllia,2,1
lyllian,1,1
lyllie,2,1
lylloo,2,1
lyllou,2,3
lylo,1,1
lylo,2,1
lyloo,2,77
lylou,2,1109
lylouane,2,1
lyloue,2,1
lylwen,2,2
lylwenn,2,22
lyly,2,2
lyly-rose,2,1
lylya,2,1
lyméo,1,1
lyn,2,8
lyna,2,1307
lyna-rose,2,1
lynaelle,2,1
lynah,2,14
lynaya,2,1
lynaé,2,1
lynaë,2,1
lynaël,1,1
lynaëlle,2,3
lynaïa,2,2
lynaïs,2,2
lynce,2,1
lyncee,2,1
lyncia,2,2
lynda,2,619
lyndia,2,1
lyndie,2,4
lyndon,1,1
lyndsay,2,4
lyndsey,2,2
lyne,2,338
lynelle,2,1
lynes,2,1
lyness,2,1
lynette,2,2
lynha,2,1
lynn,2,153
lynna,2,46
lynne,2,2
lynnsha,2,4
lyno,1,4
lynoa,2,1
lynsay,2,1
lynsee,2,1
lynsey,2,1
lynsha,2,3
lynsia,2,1
lynzo,1,1
lynès,2,1
lyo,1,6
lyo,2,1
lyona,2,1
lyonel,1,28
lyonnel,1,4
lyor,1,5
lyor,2,1
lyora,2,1
lyoris,1,2
lyra,2,26
lyria,2,1
lyron,1,13
lyrone,1,2
lyronn,1,1
lyroy,1,1
lys,1,1
lys,2,16
lysa,2,255
lysa-marie,2,1
lysana,2,2
lysandra,2,2
lysandre,1,134
lysandre,2,3
lysandro,1,20
lysane,2,1
lysange,2,1
lysanna,2,2
lysanne,2,1
lysaé,2,1
lysbeth,2,1
lyse,2,226
lyse-marie,2,1
lysea,2,28
lysette,2,1
lysia,2,12
lysian,1,8
lysiana,2,1
lysiane,2,893
lysianne,2,9
lysie,2,23
lysio,1,2
lysis,2,1
lyson,2,24
lyssa,2,1
lyssana,2,14
lyssandra,2,1
lyssandre,1,13
lyssandre,2,2
lyssandro,1,22
lyssanna,2,1
lyssia,2,23
lyssiana,2,1
lyséa,2,46
lyta,2,1
lytal,2,2
lyv,2,2
lyvan,1,18
lyvana,2,2
lyvann,1,22
lyvaï,1,1
lyven,1,1
lyvia,2,135
lyvie,2,2
lyvio,1,62
lywan,1,1
lywann,1,1
lywen,1,9
lywen,2,2
lywenn,1,1
lywenn,2,2
lyz,2,2
lyza,2,1
lyzandro,1,1
lyze,2,1
lyzea,2,4
lyzia,2,2
lyziane,2,1
lyzie,2,5
lyzio,1,16
lyzzie,2,1
lyzéa,2,17
lyès,1,4
lyés,1,1
lyïa,2,1
lætitia,2,1
lèa,2,2
lèna,2,3
léa,1,9
léa,2,6735
léa-lou,2,1
léa-maria,2,1
léa-marie,2,5
léa-rose,2,1
léah,2,27
léaline,2,1
léam,1,1
léan,1,1
léana,2,1710
léanah,2,2
léandra,2,7
léandre,1,1667
léandre,2,70
léandro,1,507
léane,2,1583
léanie,2,1
léann,2,3
léanna,2,95
léannah,2,2
léanne,2,162
léano,1,1
léanor,2,1
léanore,2,2
léany,2,1
léha,2,1
léhana,2,2
léhane,2,1
léhanna,2,1
léhanne,2,1
léhina,2,1
léhna,2,10
lého,1,4
léhyan,1,1
léhyna,2,1
léia,2,6
léina,2,2
léla,2,1
lélia,2,15
lélian,1,1
léliana,2,1
